,id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,sent_received_ratio,UniqueRecipients,hidden_copy,carbon_copy,text_length,BytesSentReceivedRatio,question_marks,response_time,MessagesReadLater,DaysBetweenReceivedAndRead,answered_messages,unanswered_messages,unreplied_messages,mention_colleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,polite_message,Resigned,Group,Gender
178,1178,77,89,10,20,31,1.141025641025641,8,8,2,104,0.6517135220698521,0,4,5,3,36,3,3,0,1,0,0,1,0,1,Sales and Marketing,Male
179,1179,49,64,0,12,34,1.28,8,6,2,592,0.734404279714365,13,5,3,1,16,1,5,0,0,0,0,0,0,0,Quality Assurance,Female
180,1180,20,97,0,11,39,4.619047619047619,7,1,2,175,1.0892880168521182,0,0,5,2,20,0,1,0,0,0,0,0,0,0,Research and Development,Male
181,1181,56,94,0,11,36,1.6491228070175439,7,1,1,75,1.2664051713685403,0,5,4,0,26,1,4,1,0,1,0,0,0,0,Quality Assurance,Male
182,1182,35,87,0,10,34,2.4166666666666665,6,8,1,301,1.0391010961522298,7,4,7,3,27,1,2,1,0,0,1,0,0,1,IT Infrastructure,Male
183,1183,94,103,13,20,39,1.0842105263157895,7,1,2,100,0.8532835093850455,0,4,4,3,35,1,4,1,0,0,1,1,0,1,Sales and Marketing,Male
184,1184,16,60,2,16,28,3.5294117647058822,5,0,1,181,1.9934269155161113,1,2,2,1,16,0,3,1,1,0,0,1,0,0,IT Infrastructure,Male
185,1185,70,139,9,13,33,1.9577464788732395,8,1,0,409,0.6076331958527872,1,8,6,4,23,0,4,1,0,0,1,0,0,1,Sales and Marketing,Female
186,1186,92,134,12,15,38,1.4408602150537635,10,12,3,194,1.9512730624465335,3,7,7,3,34,0,2,1,0,0,1,1,0,1,Research and Development,Female
187,1187,27,67,0,15,22,2.392857142857143,5,1,0,71,1.9326491859855455,0,3,4,0,14,0,1,0,0,0,0,1,0,1,Sales and Marketing,Male
188,1188,27,68,0,12,39,2.4285714285714284,7,7,1,80,1.5985297677174604,3,2,3,2,16,1,3,1,0,0,0,0,0,1,Development Department,Male
189,1189,17,59,2,7,34,3.2777777777777777,13,0,0,150,0.6471352062278615,1,1,3,1,23,0,1,0,0,1,0,0,0,0,Quality Assurance,Female
190,1190,13,111,1,11,35,7.928571428571429,4,2,0,94,1.0758904852314526,0,4,7,3,31,0,3,0,0,0,0,0,0,0,Quality Assurance,Female
191,1191,94,123,0,19,26,1.2947368421052632,6,1,0,137,2.007493040776404,1,5,6,1,19,0,6,1,1,0,0,1,0,1,Development Department,Male
192,1192,91,87,0,12,27,0.9456521739130435,10,1,4,212,1.8872951128480666,4,8,6,1,28,2,4,1,0,0,0,1,0,1,IT Infrastructure,Male
193,1193,69,79,9,10,31,1.1285714285714286,5,2,1,99,1.9807150843436467,0,7,5,0,28,1,4,1,0,0,0,0,0,1,Development Department,Male
195,1195,78,76,10,19,23,0.9620253164556962,8,3,1,84,0.6246919589360602,0,0,4,0,29,3,1,0,0,0,0,0,0,0,Research and Development,Male
196,1196,83,124,11,18,39,1.4761904761904763,10,13,2,90,1.400579518999371,0,3,5,3,18,3,7,1,0,0,0,1,0,1,Quality Assurance,Female
197,1197,35,78,0,10,31,2.1666666666666665,5,0,2,87,1.816206416830385,0,0,3,1,16,0,1,1,0,1,1,1,1,1,Research and Development,Female
198,1198,91,93,12,19,33,1.0108695652173914,11,1,1,188,1.0098895356331004,3,5,5,2,34,2,3,1,0,0,0,1,0,1,Quality Assurance,Female
199,1199,102,144,14,19,37,1.3980582524271845,13,5,1,321,1.195279830953219,10,0,8,3,31,4,3,1,1,0,1,0,0,1,Development Department,Female
200,1200,28,69,3,11,34,2.3793103448275863,9,7,1,93,0.9969872833280503,1,4,5,1,16,0,4,0,0,0,0,1,0,1,Development Department,Male
201,1201,66,67,0,12,29,1.0,8,5,1,110,0.5871082036990953,0,4,2,1,28,0,2,1,1,0,0,1,0,0,Development Department,Male
202,1202,59,67,0,15,35,1.1166666666666667,7,2,0,126,0.6425700135575293,3,1,2,1,26,1,1,1,0,0,0,0,0,0,Quality Assurance,Female
203,1203,90,94,0,19,22,1.032967032967033,6,3,5,582,0.5631516654272062,2,3,4,2,15,3,2,1,1,0,0,0,0,1,Development Department,Male
204,1204,24,70,0,13,30,2.8,4,0,1,143,1.3748666734041715,0,1,4,0,11,0,2,1,0,0,0,1,1,1,Development Department,Male
205,1205,10,52,0,7,32,4.7272727272727275,4,0,0,65,1.5694528066452331,0,3,1,1,22,0,3,0,1,0,0,0,0,0,IT Infrastructure,Female
206,1206,71,104,0,15,32,1.4444444444444444,8,3,0,741,1.004885857093827,39,9,4,1,36,1,4,1,1,1,1,0,1,0,Development Department,Male
207,1207,29,72,4,7,24,2.4,6,3,0,119,1.8112228057129465,0,3,5,2,23,0,1,0,1,1,0,0,0,1,Research and Development,Female
208,1208,68,110,0,12,38,1.5942028985507246,5,1,0,87,1.879846113908067,0,4,5,1,13,1,3,1,1,0,0,1,0,0,Quality Assurance,Male
209,1209,84,119,0,15,28,1.4,9,3,1,105,0.7516224578514644,0,5,6,0,19,3,5,0,0,0,0,0,0,0,IT Infrastructure,Male
210,1210,75,107,0,16,33,1.4078947368421053,8,2,1,226,0.6201235362181797,1,6,6,1,29,2,6,1,1,0,0,1,0,1,Sales and Marketing,Female
211,1211,26,131,3,7,36,4.851851851851852,9,2,0,102,1.124626475098548,0,4,5,4,25,1,4,1,0,0,0,1,0,1,Quality Assurance,Female
212,1212,71,81,9,12,33,1.125,5,4,2,198,1.6032312986694564,0,0,3,1,25,0,4,0,1,0,1,1,0,1,Research and Development,Male
213,1213,68,72,0,14,38,1.0434782608695652,7,2,1,89,1.2924401847925373,0,3,3,0,23,1,4,1,0,1,0,1,0,0,Quality Assurance,Male
214,1214,76,86,10,12,33,1.1168831168831168,5,0,0,343,1.2656414895310861,0,8,3,0,30,1,1,1,0,0,1,1,0,1,Research and Development,Female
215,1215,53,67,0,15,34,1.2407407407407407,6,3,1,141,0.7658378198971314,1,2,2,1,30,0,4,1,1,0,0,0,0,0,Research and Development,Female
216,1216,72,111,0,14,34,1.5205479452054795,8,3,0,94,1.0727976160137354,0,7,5,0,29,0,2,0,1,0,0,0,0,0,Sales and Marketing,Male
217,1217,28,103,3,12,37,3.5517241379310347,5,2,1,240,2.0448886116384863,1,8,3,2,17,0,5,0,1,0,0,1,0,1,Quality Assurance,Male
218,1218,71,122,9,12,42,1.6944444444444444,8,7,2,421,1.0616739918611133,4,6,3,4,30,2,6,1,0,1,1,1,0,1,Sales and Marketing,Female
219,1219,39,71,0,7,33,1.775,2,0,1,70,1.4403986188251376,0,3,4,3,21,0,2,1,0,0,1,0,0,1,Sales and Marketing,Male
220,1220,89,110,12,18,39,1.2222222222222223,11,3,1,117,0.6241900152895583,0,3,4,3,24,1,3,0,0,1,0,0,0,1,Quality Assurance,Male
221,1221,24,69,3,9,40,2.76,4,1,0,155,0.678581386786448,0,1,4,0,18,0,3,1,0,0,1,0,0,1,Development Department,Female
222,1222,50,105,0,11,40,2.0588235294117645,6,1,0,229,1.1981456946066409,1,5,5,3,24,1,5,1,0,1,0,0,0,0,Development Department,Female
223,1223,54,69,0,13,30,1.2545454545454546,9,6,0,895,1.4438048983184002,3,4,1,0,27,0,5,1,0,0,0,0,0,0,Sales and Marketing,Male
224,1224,16,90,0,15,38,5.294117647058823,4,1,1,201,1.2173350943927792,1,2,6,1,11,0,5,0,0,0,0,0,0,0,IT Infrastructure,Female
225,1225,16,101,0,11,35,5.9411764705882355,4,2,0,698,0.9467556579379711,4,0,5,3,17,0,3,0,0,0,1,0,0,0,Sales and Marketing,Female
226,1226,75,92,0,15,39,1.2105263157894737,8,5,5,153,1.6402517622223676,0,5,4,2,24,0,4,1,1,1,0,0,0,1,Sales and Marketing,Female
227,1227,20,101,2,12,37,4.809523809523809,4,0,0,160,0.8543514396830307,1,4,3,3,26,0,4,1,0,1,1,1,0,0,Sales and Marketing,Male
228,1228,33,111,0,13,35,3.264705882352941,7,3,2,117,1.5999662934987608,0,0,5,1,18,0,5,0,0,1,1,0,0,1,Development Department,Female
229,1229,69,82,9,16,36,1.1714285714285715,8,4,0,108,1.9702445895581229,0,0,4,0,24,0,1,1,0,0,1,1,0,1,Development Department,Male
230,1230,75,123,0,14,36,1.618421052631579,8,5,3,186,1.2543579191040943,2,3,4,0,30,2,5,1,0,0,0,1,0,1,Development Department,Male
231,1231,79,108,0,19,35,1.35,5,1,0,124,0.8411505179183084,1,6,5,0,27,3,6,1,0,0,0,1,0,1,Sales and Marketing,Male
232,1232,67,111,0,11,33,1.6323529411764706,8,2,2,84,1.8119432857662736,0,1,5,3,33,1,5,1,0,0,1,1,0,1,IT Infrastructure,Male
233,1233,62,114,0,16,33,1.8095238095238095,8,0,0,122,1.3125000094976074,1,3,5,1,24,0,2,1,0,0,1,1,0,0,Development Department,Female
234,1234,16,58,0,9,41,3.411764705882353,5,3,0,207,1.9871859639276042,2,0,3,1,30,0,0,0,0,0,1,1,0,0,Quality Assurance,Male
235,1235,63,79,8,12,36,1.234375,4,1,1,145,1.6179103630598117,0,2,3,0,35,0,2,1,1,0,0,1,0,1,Quality Assurance,Male
236,1236,17,96,2,12,31,5.333333333333333,5,1,1,129,1.3059144087894383,2,5,2,0,23,0,4,1,0,0,0,0,0,0,Quality Assurance,Male
237,1237,67,66,0,8,31,0.9705882352941176,10,1,2,85,1.455194068644982,0,2,4,3,27,0,3,0,1,0,1,1,0,0,Research and Development,Female
238,1238,81,126,11,18,41,1.5365853658536586,8,3,1,211,0.8010441911813744,0,10,5,3,29,1,2,1,0,0,0,0,0,1,Sales and Marketing,Female
239,1239,14,56,0,7,28,3.7333333333333334,4,0,0,324,1.1928456101234228,3,4,3,0,25,0,3,1,0,0,0,1,0,0,Quality Assurance,Female
240,1240,79,115,0,13,27,1.4375,9,9,1,437,1.4339319104758808,7,3,6,4,27,2,6,1,1,0,1,1,0,1,Sales and Marketing,Female
241,1241,30,126,0,10,27,4.064516129032258,6,4,1,187,1.506998259248167,0,6,3,0,28,0,2,1,1,0,0,1,0,1,Quality Assurance,Female
242,1242,33,80,4,9,24,2.3529411764705883,5,0,0,86,1.4514112854971446,0,1,5,0,25,1,0,1,0,1,1,1,0,1,IT Infrastructure,Male
243,1243,17,101,0,10,27,5.611111111111111,4,1,1,410,1.7836374482026518,0,4,5,0,28,0,4,0,1,0,0,0,0,0,Sales and Marketing,Male
244,1244,59,83,0,11,27,1.3833333333333333,7,2,1,295,0.6999800773361958,1,1,5,2,17,2,4,0,0,1,0,1,1,0,Quality Assurance,Female
245,1245,87,118,0,18,41,1.3409090909090908,7,4,1,103,0.6507129047933697,0,7,4,2,28,0,6,1,0,0,1,1,0,1,Development Department,Male
246,1246,67,113,9,16,34,1.661764705882353,4,2,1,93,0.7718840211970163,1,1,5,3,30,1,4,1,0,0,0,0,0,0,Sales and Marketing,Female
247,1247,103,91,14,16,32,0.875,8,15,2,86,1.7148414654367605,0,4,5,3,23,1,4,1,0,0,0,1,1,1,Research and Development,Male
248,1248,76,90,10,15,27,1.1688311688311688,8,1,1,116,0.6323455552446824,0,2,5,1,28,3,6,1,1,0,1,1,1,1,Development Department,Male
249,1249,91,89,12,21,33,0.967391304347826,6,1,1,286,0.8668749567909843,1,8,3,2,31,3,5,1,1,0,1,1,0,1,Development Department,Male
250,1250,18,60,0,8,23,3.1578947368421053,1,0,0,184,0.9769008503927431,0,0,2,2,30,0,1,0,0,0,1,0,0,0,Research and Development,Female
252,1252,81,123,11,15,45,1.5,8,1,0,163,1.1474442892731402,0,1,5,0,28,2,7,1,0,0,0,0,0,1,Development Department,Male
253,1253,67,122,0,18,38,1.7941176470588236,6,1,1,993,0.8523133645444477,29,4,5,4,23,3,3,0,0,0,1,1,0,0,Quality Assurance,Female
254,1254,53,107,0,12,33,1.9814814814814814,4,2,0,157,1.2337521281047752,0,7,4,3,23,1,6,1,0,0,0,1,1,0,Quality Assurance,Female
255,1255,30,68,0,19,36,2.193548387096774,9,4,3,110,1.5939834850501238,0,0,2,1,30,0,0,0,0,1,0,1,0,1,Sales and Marketing,Male
256,1256,37,81,0,20,30,2.1315789473684212,6,0,1,100,1.74302517342851,0,2,3,0,23,1,1,0,1,1,1,1,0,1,Sales and Marketing,Male
257,1257,29,72,4,8,29,2.4,6,4,2,674,0.7578247809984112,0,2,3,0,18,1,1,1,0,1,0,1,0,1,Sales and Marketing,Male
258,1258,24,103,0,5,42,4.12,5,0,0,205,1.6956733975410039,0,6,6,2,21,0,3,1,1,0,0,0,0,1,Quality Assurance,Male
259,1259,12,96,0,9,28,7.384615384615385,7,0,1,85,0.7283224489249968,1,5,3,1,18,0,3,1,1,1,0,0,0,0,Sales and Marketing,Female
260,1260,65,124,9,14,33,1.878787878787879,7,1,2,113,1.6428491382170196,1,9,4,2,23,0,5,1,0,0,1,0,1,1,Development Department,Male
261,1261,34,120,0,9,36,3.4285714285714284,4,3,0,97,1.5943629408334694,0,3,5,0,20,0,6,1,0,0,0,1,0,1,Quality Assurance,Female
262,1262,13,56,0,9,27,4.0,8,3,8,87,1.3229998677737451,1,0,5,1,18,0,0,0,0,0,0,1,0,0,Sales and Marketing,Male
263,1263,85,85,11,12,37,0.9883720930232558,8,2,1,79,0.73496108224501,0,7,4,0,21,1,4,1,1,0,0,1,0,1,Development Department,Female
264,1264,86,87,0,16,31,1.0,7,1,1,88,1.6768235058083634,0,1,5,0,27,3,4,1,1,0,0,1,1,1,Sales and Marketing,Male
265,1265,29,122,4,12,38,4.066666666666666,12,5,1,284,0.7296296331285584,1,3,6,2,17,0,4,1,0,0,0,0,0,1,IT Infrastructure,Male
266,1266,75,81,0,17,36,1.0657894736842106,5,2,0,268,1.8753266048396284,0,7,5,1,32,1,4,0,0,1,1,1,0,1,Sales and Marketing,Male
267,1267,81,119,0,17,33,1.451219512195122,5,8,2,476,1.7037271358081951,1,7,4,3,25,2,4,1,0,0,0,1,1,1,IT Infrastructure,Male
268,1268,21,61,0,12,40,2.772727272727273,7,3,0,56,1.6946270600004596,0,4,4,2,23,0,2,0,0,0,0,0,0,0,Sales and Marketing,Male
269,1269,73,71,0,10,29,0.9594594594594594,4,0,1,81,1.6603751440885768,1,5,3,0,28,0,5,0,1,0,0,0,0,0,Research and Development,Male
270,1270,30,129,4,8,42,4.161290322580645,6,3,1,127,0.7261985684897484,0,3,5,1,13,0,6,0,1,0,1,1,0,1,Sales and Marketing,Female
271,1271,30,110,4,18,40,3.5483870967741935,5,0,1,432,2.091375239547935,0,0,4,2,21,0,4,1,0,0,1,1,0,1,Quality Assurance,Female
272,1272,95,134,13,26,45,1.3958333333333333,7,9,1,191,1.8297744298666765,0,0,5,3,36,1,2,1,0,0,1,1,0,1,Quality Assurance,Female
273,1273,38,80,0,12,34,2.051282051282051,6,0,1,511,1.3234386075070463,2,1,6,0,19,1,5,0,0,0,0,0,0,1,IT Infrastructure,Male
274,1274,24,67,3,12,28,2.68,4,0,0,167,1.6595004663046702,1,3,4,0,33,1,2,1,0,1,0,0,0,1,Quality Assurance,Female
275,1275,60,72,8,10,43,1.180327868852459,7,2,1,124,1.6442955785821425,1,5,4,1,27,1,4,1,0,0,1,0,0,1,Development Department,Male
276,1276,100,86,0,19,31,0.8514851485148515,6,1,3,224,1.770222481028993,2,3,5,2,31,1,1,1,0,0,1,1,0,1,Research and Development,Female
277,1277,71,112,9,19,31,1.5555555555555556,5,1,0,93,0.9297277918043869,1,8,4,2,27,2,6,0,0,0,1,1,0,1,Research and Development,Male
278,1278,78,86,0,27,32,1.0886075949367089,7,2,0,71,1.090737314927201,0,9,3,2,32,0,4,1,0,0,1,1,0,1,Development Department,Male
279,1279,35,111,0,10,29,3.0833333333333335,4,1,0,170,1.792027953203416,2,2,6,2,28,0,4,1,0,0,0,1,1,1,IT Infrastructure,Female
280,1280,85,90,11,13,36,1.0465116279069768,8,2,0,153,1.6848711767519735,0,3,3,2,27,2,2,1,1,0,1,0,1,1,Development Department,Female
281,1281,76,104,10,13,31,1.3506493506493507,10,8,1,676,1.3244424655033054,1,4,5,0,24,0,5,0,0,0,0,0,0,0,Development Department,Female
282,1282,22,91,0,9,32,3.9565217391304346,3,0,0,79,1.2130036692912143,0,2,3,2,14,0,1,1,0,0,0,0,0,0,Research and Development,Male
283,1283,12,54,0,11,36,4.153846153846154,7,7,1,112,2.0772792409758423,0,2,3,1,25,0,0,0,0,0,0,0,0,0,Sales and Marketing,Female
284,1284,27,63,3,11,35,2.25,6,0,0,178,1.1900320859792513,0,5,2,0,22,1,1,1,0,0,0,0,0,1,Research and Development,Male
285,1285,11,96,1,13,33,8.0,3,0,0,137,1.8859785793856145,1,3,6,1,16,0,1,1,1,1,1,0,0,0,Research and Development,Female
286,1286,53,74,0,15,33,1.3703703703703705,7,3,1,292,1.1600746583886883,2,1,3,1,21,1,1,1,0,0,0,1,0,0,Quality Assurance,Female
287,1287,76,127,0,13,35,1.6493506493506493,7,1,2,135,1.0142347650217243,0,2,7,1,26,0,6,1,0,0,0,1,1,1,Development Department,Female
288,1288,19,60,0,8,30,3.0,3,0,1,180,1.551495130050082,0,3,3,0,16,0,4,0,0,0,0,0,1,0,Research and Development,Male
290,1290,10,53,0,8,34,4.818181818181818,3,0,0,191,2.116611716096307,0,1,3,0,12,0,4,1,0,0,0,0,0,0,Quality Assurance,Male
292,1292,71,77,0,10,35,1.0694444444444444,6,3,1,80,1.8462550392867996,0,4,6,0,20,2,6,0,0,0,1,1,0,1,Research and Development,Male
293,1293,21,105,2,10,30,4.7727272727272725,2,0,1,106,1.4293947181818134,1,2,5,3,22,0,1,1,0,0,0,0,0,0,Development Department,Female
294,1294,68,69,9,10,30,1.0,6,2,1,77,0.691613716528696,0,1,4,0,21,0,1,1,0,1,0,0,0,0,Quality Assurance,Male
295,1295,26,123,3,7,31,4.555555555555555,7,0,0,123,1.8282345954142483,0,4,5,2,19,0,6,0,0,0,0,1,0,1,Sales and Marketing,Male
297,1297,80,118,0,18,41,1.4567901234567902,8,0,2,118,1.8460784144239681,0,10,4,1,31,3,4,1,0,0,1,0,0,0,Research and Development,Male
299,1299,70,101,9,11,29,1.4225352112676057,5,0,1,97,1.609313582789691,1,9,3,1,32,2,5,1,1,0,0,0,0,0,Research and Development,Male
300,1300,11,89,1,12,35,7.416666666666667,2,0,0,108,1.1736943903603458,0,1,2,1,23,0,0,1,0,0,1,1,0,0,Research and Development,Male
301,1301,71,124,9,11,33,1.7222222222222223,7,1,1,139,0.9376897695902223,0,7,6,3,19,1,5,1,0,1,0,0,0,1,Development Department,Male
302,1302,29,94,4,13,30,3.1333333333333333,6,1,0,126,0.6693902448725948,1,3,5,1,15,0,3,0,0,0,0,1,0,1,Research and Development,Female
303,1303,80,121,11,12,28,1.4938271604938271,12,3,0,215,1.267677830490765,0,8,5,1,13,0,5,0,0,0,0,1,0,1,Development Department,Female
304,1304,75,116,10,18,40,1.5263157894736843,5,1,1,138,1.1330431041590694,3,5,4,0,27,1,3,0,0,0,1,1,0,1,Sales and Marketing,Female
305,1305,40,81,5,14,26,1.975609756097561,7,3,2,90,0.6518038282463778,0,2,3,0,18,1,5,1,1,0,0,0,0,1,Research and Development,Male
306,1306,25,94,0,17,33,3.6153846153846154,6,5,0,99,0.9484249139913195,1,0,5,0,19,1,2,1,0,0,0,0,0,1,Research and Development,Male
307,1307,65,127,0,17,30,1.9242424242424243,5,1,0,322,1.2886350432694833,1,0,3,1,24,2,4,1,0,0,0,1,0,0,Research and Development,Male
308,1308,81,85,11,16,38,1.0365853658536586,7,0,1,376,1.743504667224085,0,2,4,0,24,0,4,1,0,0,0,1,0,1,IT Infrastructure,Female
309,1309,17,111,0,11,32,6.166666666666667,5,4,1,112,2.0791718252936073,1,5,3,3,21,0,4,0,0,0,0,0,0,0,IT Infrastructure,Male
310,1310,90,80,12,16,33,0.8791208791208791,8,11,1,133,1.2993718857960823,0,5,4,1,26,3,4,1,0,1,0,1,0,0,Quality Assurance,Female
311,1311,12,54,0,14,31,4.153846153846154,7,1,1,47,1.2295754915793082,0,1,5,1,19,0,3,1,1,0,1,0,0,0,IT Infrastructure,Male
312,1312,10,94,0,8,35,8.545454545454545,2,0,0,105,2.188495275590577,0,3,6,1,13,0,3,0,0,1,0,1,0,0,Quality Assurance,Female
313,1313,33,114,0,11,34,3.3529411764705883,7,0,1,96,2.044881827176172,0,5,3,0,24,0,5,1,1,1,0,0,1,1,IT Infrastructure,Female
314,1314,82,89,0,16,33,1.072289156626506,10,3,0,116,0.8177871836912335,0,0,4,2,38,0,2,1,1,0,0,1,1,1,Sales and Marketing,Female
315,1315,71,81,0,13,30,1.125,10,1,1,308,1.330932957314781,4,2,5,1,27,3,2,1,1,0,1,0,0,1,Quality Assurance,Male
316,1316,22,64,0,19,24,2.782608695652174,2,3,0,58,1.8148433822768884,0,4,4,0,33,0,3,1,0,0,1,0,0,0,IT Infrastructure,Female
317,1317,15,56,2,13,26,3.5,9,0,0,61,1.8383884953697214,0,3,3,0,18,0,4,0,0,0,1,0,1,0,Sales and Marketing,Male
318,1318,15,90,0,14,37,5.625,1,0,0,85,1.6962179245921687,0,0,4,0,20,0,3,0,1,0,0,0,0,0,IT Infrastructure,Male
319,1319,17,60,0,11,30,3.3333333333333335,9,3,0,52,1.3072033752194918,0,1,2,0,21,0,2,1,0,0,0,0,0,0,Development Department,Male
320,1320,79,83,0,10,29,1.0375,6,1,1,266,1.136609740872802,2,1,3,0,26,0,2,1,0,0,1,0,0,1,Development Department,Male
321,1321,29,71,4,6,26,2.3666666666666667,4,1,0,139,1.7806182542461688,0,2,4,2,28,0,4,0,1,0,1,1,0,1,Sales and Marketing,Male
323,1323,17,61,2,13,29,3.388888888888889,6,1,0,64,1.2443114997449254,0,2,4,2,19,0,2,0,1,0,1,0,1,0,Research and Development,Male
324,1324,79,91,0,20,38,1.1375,11,10,3,78,1.3844220469419946,0,1,3,3,35,3,5,1,0,0,1,1,0,1,Development Department,Female
325,1325,71,118,0,15,31,1.6388888888888888,8,0,1,302,1.796842546837426,4,8,5,2,23,1,5,0,0,0,1,1,0,1,Development Department,Female
326,1326,73,118,10,13,37,1.5945945945945945,7,0,1,142,1.10861302708165,1,6,6,0,31,2,3,0,1,0,0,0,0,1,Research and Development,Female
327,1327,63,75,8,14,30,1.171875,8,8,3,104,1.3581398954536497,0,6,3,2,28,2,4,1,0,0,0,0,0,1,Quality Assurance,Female
328,1328,73,73,0,17,36,0.9864864864864865,6,0,0,430,0.9483403502478769,0,4,2,2,26,1,5,1,0,0,1,0,0,0,Research and Development,Male
329,1329,17,59,0,9,30,3.2777777777777777,3,1,0,110,1.853702346486249,0,4,3,1,23,0,0,0,0,0,0,1,0,0,IT Infrastructure,Female
330,1330,20,96,0,8,27,4.571428571428571,5,1,1,218,1.815454713055356,0,6,4,2,21,0,1,0,0,0,0,0,0,0,Quality Assurance,Male
331,1331,70,124,0,10,33,1.7464788732394365,8,2,3,132,1.7825417498876703,1,0,3,1,15,1,5,1,0,0,1,0,0,1,IT Infrastructure,Female
332,1332,10,52,1,13,41,4.7272727272727275,6,2,0,59,0.7280326085250495,0,3,3,0,23,0,1,1,0,0,0,0,1,0,Development Department,Male
333,1333,13,55,0,17,41,3.9285714285714284,7,3,0,75,1.34820434405172,0,0,2,1,18,0,3,1,0,0,1,1,0,0,Quality Assurance,Female
334,1334,11,53,0,10,34,4.416666666666667,4,3,0,134,0.8362642290477551,2,0,5,2,14,0,2,1,0,0,0,1,0,0,IT Infrastructure,Female
335,1335,11,95,0,9,33,7.916666666666667,5,0,1,119,1.7481406626687945,0,1,3,2,22,0,3,0,0,1,0,0,0,0,IT Infrastructure,Male
336,1336,35,78,4,11,34,2.1666666666666665,9,4,3,169,1.0320863935116733,1,6,3,0,24,0,2,1,1,0,0,1,0,1,Quality Assurance,Female
337,1337,29,75,4,12,34,2.5,3,0,0,57,1.7368643494621603,0,3,6,1,27,1,1,0,0,1,1,0,0,1,Sales and Marketing,Female
338,1338,25,101,3,10,34,3.8846153846153846,11,5,0,80,0.7142888187357033,0,2,5,3,20,0,2,1,0,0,0,0,0,0,Research and Development,Female
339,1339,64,66,0,13,34,1.0153846153846153,8,1,0,55,1.3003523701889836,0,0,2,0,29,1,2,0,0,1,1,0,0,0,IT Infrastructure,Male
340,1340,22,102,3,14,35,4.434782608695652,5,1,0,114,0.818541214728405,0,0,4,0,22,0,4,1,0,0,1,0,0,0,Research and Development,Male
341,1341,24,119,0,12,33,4.76,5,0,3,99,1.479648652068319,0,1,6,3,23,0,3,1,0,0,1,0,0,0,Research and Development,Male
342,1342,15,56,0,18,26,3.5,5,0,1,340,1.5160272131417871,5,0,5,1,23,0,1,1,0,0,0,0,0,0,Development Department,Male
343,1343,62,114,0,15,32,1.8095238095238095,3,1,1,161,1.2475009993074997,0,0,4,0,18,2,4,1,0,0,0,1,0,0,Research and Development,Female
344,1344,66,109,0,13,38,1.626865671641791,5,1,1,181,0.9682758948624662,0,0,5,2,27,2,6,1,0,1,0,0,0,0,IT Infrastructure,Male
345,1345,27,70,0,16,32,2.5,9,3,6,71,0.6234917880027242,0,1,3,2,22,0,0,1,0,0,0,1,0,1,Development Department,Male
346,1346,56,115,7,10,36,2.017543859649123,5,1,1,106,1.553697504910638,0,5,6,0,23,1,3,0,0,1,0,1,0,1,Quality Assurance,Female
347,1347,65,111,0,16,33,1.6818181818181819,7,0,0,474,1.856117389782581,7,6,4,0,26,1,3,1,0,0,0,1,0,0,IT Infrastructure,Male
348,1348,19,66,0,11,27,3.3,4,0,0,403,1.699471655160612,1,1,2,2,34,0,4,1,0,0,0,0,0,0,Development Department,Female
349,1349,69,81,0,13,32,1.1571428571428573,4,3,1,186,1.8742413027873948,0,0,3,1,16,2,3,0,0,0,0,1,0,1,Development Department,Male
350,1350,23,68,0,11,27,2.8333333333333335,10,16,2,55,1.9792513548714998,0,3,3,1,21,1,3,0,0,0,1,0,0,1,Research and Development,Female
351,1351,94,92,0,13,28,0.968421052631579,6,1,4,124,1.2033723294786394,1,7,4,2,32,1,2,1,0,1,0,0,0,1,Quality Assurance,Female
352,1352,27,71,0,5,38,2.5357142857142856,8,0,0,141,1.623058477971976,1,4,5,0,16,1,1,1,0,0,1,0,0,1,IT Infrastructure,Male
353,1353,72,115,0,16,32,1.5753424657534247,12,1,3,149,1.1433283977370947,1,9,5,0,28,3,3,0,0,0,0,0,0,0,IT Infrastructure,Male
354,1354,11,92,0,9,29,7.666666666666667,3,1,0,70,2.1093140650258175,0,0,5,2,22,0,3,0,0,0,0,1,0,0,Research and Development,Male
355,1355,27,90,0,9,41,3.2142857142857144,3,1,1,488,1.4408878590879155,11,1,6,2,14,1,5,1,0,0,1,1,0,1,Quality Assurance,Female
356,1356,68,109,0,12,38,1.5797101449275361,5,1,0,113,1.6760663174726367,1,5,4,0,23,2,5,1,1,1,0,0,1,0,IT Infrastructure,Female
357,1357,25,98,0,14,32,3.769230769230769,6,1,1,85,0.6348542677392591,1,0,5,2,31,0,4,1,1,0,0,0,0,1,Quality Assurance,Male
358,1358,41,76,0,13,35,1.8095238095238095,10,6,0,125,1.4176095535917406,0,0,3,3,15,0,1,1,1,0,1,0,0,1,IT Infrastructure,Male
359,1359,75,82,0,13,32,1.0789473684210527,6,1,0,341,1.645355071235174,0,3,3,1,24,2,1,1,0,0,0,0,0,1,Research and Development,Female
360,1360,23,62,3,11,29,2.5833333333333335,5,2,0,150,0.9630092636070793,0,3,3,0,21,0,4,1,0,0,1,0,0,0,Sales and Marketing,Male
